id,name,batch,batch_code,batch_order,one_liner,industry,subindustry,tags,yc_profile_url,batch_size,is_partial_batch,category,confidence,reason,chunk,category_first_pass,review_note,reviewed,full_stack_ai,caption
13102,Explo,Winter 2020,W20,20200,Embedded Analytics and Data Sharing Platform,B2B,B2B -> Analytics,SaaS|Analytics,https://www.ycombinator.com/companies/explo,228,False,sells_ai_to_industry,medium,Embedded analytics with AI report builder sold to product teams,chunk_02,sells_ai_to_industry,,False,False,sells AI to the industry
13169,Eze,Winter 2020,W20,20200,"The easiest way to track, buy, and sell your company’s tech — all in…",B2B,B2B -> Retail,Marketplace|Electronics,https://www.ycombinator.com/companies/eze,228,False,not_ai,high,"IT asset management platform, no AI",chunk_02,not_ai,,False,False,not AI
13488,FUTURA,Winter 2020,W20,20200,Digitizing dentistry in LatAm,Healthcare,Healthcare -> Consumer Health and Wellness,Health Tech|Latin America,https://www.ycombinator.com/companies/futura,228,False,not_ai,medium,"Digital dental lab service for dentists, no AI",chunk_02,not_ai,,False,False,not AI
12831,Facio,Winter 2020,W20,20200,Salary advance to employees in Brazil.,Fintech,Fintech -> Credit and Lending,,https://www.ycombinator.com/companies/facio,228,False,not_ai,low,"Salary advance fintech, thin description",chunk_02,not_ai,,False,False,not AI
13105,Factored Quality,Winter 2020,W20,20200,Helping 100+ brands bring all quality and compliance operations…,B2B,B2B -> Supply Chain and Logistics,SaaS|Supply Chain,https://www.ycombinator.com/companies/factored-quality,228,False,not_ai,high,"QC/compliance management SaaS for brands, no AI",chunk_02,not_ai,,False,False,not AI
13167,Farcast,Winter 2020,W20,20200,We build advanced satcom user terminals,Industrials,Industrials -> Aviation and Space,Satellites|Telecommunications,https://www.ycombinator.com/companies/farcast,228,False,not_ai,medium,"Satcom terminal hardware, thin description",chunk_02,not_ai,,False,False,not AI
13178,Felix Biotechnology,Winter 2020,W20,20200,We’re creating programmable therapies,Healthcare,Healthcare -> Drug Discovery and Delivery,Biotech|Genomics|Therapeutics,https://www.ycombinator.com/companies/felix-biotechnology,228,False,unclear,low,"Vague digital viral design platform, no AI stated",chunk_02,unclear,,False,False,unclear
12742,Finlens,Winter 2020,W20,20200,AI Accounting for Founders & Accountants,B2B,B2B -> Finance and Accounting,SaaS|Finance|B2B|AI,https://www.ycombinator.com/companies/finlens,228,False,sells_ai_to_industry,high,AI co-pilot for QuickBooks sold to founders and accountants,chunk_02,sells_ai_to_industry,,False,False,sells AI to the industry
13100,FitnessAI,Winter 2020,W20,20200,App offering AI powered workout plans with anytime access to coaches,Consumer,Consumer -> Home and Personal,Artificial Intelligence|Fitness,https://www.ycombinator.com/companies/fitnessai,228,False,ai_other,high,Consumer AI-powered workout plan app,chunk_02,ai_other,,False,False,other AI
13110,Flowdash,Winter 2020,W20,20200,Quickly build internal tools for your ops team's manual workflows,B2B,"B2B -> Engineering, Product and Design",SaaS|B2B,https://www.ycombinator.com/companies/flowdash,228,False,not_ai,medium,"No-code semi-automated workflow builder, no explicit AI",chunk_02,not_ai,,False,False,not AI
12974,Flowglad,Winter 2020,W20,20200,"Analyze, act, and automate across systems",B2B,B2B,Artificial Intelligence|AI|APIs,https://www.ycombinator.com/companies/flowglad,228,False,sells_ai_to_industry,low,Vague AI automations/context tool for teams,chunk_02,sells_ai_to_industry,,False,False,sells AI to the industry
13175,Fly.io,Winter 2020,W20,20200,Run full stack apps close to your users.,B2B,B2B -> Infrastructure,Infrastructure,https://www.ycombinator.com/companies/fly-io,228,False,not_ai,high,"App hosting infrastructure, not AI-specific",chunk_02,not_ai,,False,False,not AI
13495,Fondeadora,Winter 2020,W20,20200,We are connecting every single Mexican to the financial system.,Fintech,Fintech -> Banking and Exchange,Fintech|Consumer Finance,https://www.ycombinator.com/companies/fondeadora,228,False,full_stack_non_ai,high,"Operates its own digital bank for Mexicans, no AI",chunk_02,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13573,Gas Pos,Winter 2020,W20,20200,Modern Point of Sale for Gas Stations and Truck Stops,Fintech,Fintech -> Payments,Fintech|SaaS|B2B,https://www.ycombinator.com/companies/gas-pos,228,False,not_ai,high,"POS software for gas stations, no AI",chunk_02,not_ai,,False,False,not AI
12581,Genecis Bio,Winter 2020,W20,20200,Makes guilt-free plastics from food waste,Industrials,Industrials -> Manufacturing and Robotics,Bioplastic|Synthetic Biology|Climate|ClimateTech,https://www.ycombinator.com/companies/genecis-bio,228,False,not_ai,medium,"Bioplastics from food waste, no AI stated",chunk_02,not_ai,,False,False,not AI
13216,General Proximity,Winter 2020,W20,20200,The next generation of induced-proximity medicines.,Healthcare,Healthcare -> Drug Discovery and Delivery,Biotech|Drug discovery,https://www.ycombinator.com/companies/general-proximity,228,False,not_ai,medium,"Induced-proximity medicines biotech, no AI stated",chunk_02,not_ai,,False,False,not AI
13509,GiveAway,Winter 2020,W20,20200,Community driven marketplace for used things ,Consumer,Consumer -> Home and Personal,Marketplace|Social Network,https://www.ycombinator.com/companies/giveaway,228,False,not_ai,high,"Marketplace for used goods, no AI",chunk_02,not_ai,,False,False,not AI
13156,Glimpse,Winter 2020,W20,20200,A social video chat.,Consumer,Consumer -> Social,Community|Social,https://www.ycombinator.com/companies/glimpse,228,False,not_ai,high,"Social video chat app, no AI",chunk_02,not_ai,,False,False,not AI
13113,Glisten AI,Winter 2020,W20,20200,Glisten AI automatically categorizes and tags e-commerce product data.,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence|E-commerce,https://www.ycombinator.com/companies/glisten-ai,228,False,sells_ai_to_industry,high,AI product categorization/tagging sold to e-commerce retailers,chunk_02,sells_ai_to_industry,,False,False,sells AI to the industry
13206,Global Belly,Winter 2020,W20,20200,Marketplace enabling social commerce for brands and content creators. ,B2B,B2B -> Retail,Marketplace|Consumer|Social|Food Tech|Creator Economy,https://www.ycombinator.com/companies/global-belly,228,False,not_ai,high,"Social commerce platform for creators, no AI",chunk_02,not_ai,,False,False,not AI
13174,Grain,Winter 2020,W20,20200,Grain transforms the debit card you already have into a credit card…,Fintech,Fintech -> Credit and Lending,Fintech,https://www.ycombinator.com/companies/grain,228,False,not_ai,high,"Debit-to-credit card fintech product, no AI",chunk_02,not_ai,,False,False,not AI
13508,GuruHotel,Winter 2020,W20,20200,AI-native direct booking infrastructure for global hospitality,Fintech,Fintech -> Payments,Fintech|SaaS|B2B|Travel,https://www.ycombinator.com/companies/guruhotel,228,False,sells_ai_to_industry,medium,AI-ready booking infrastructure sold to hotels,chunk_02,sells_ai_to_industry,,False,False,sells AI to the industry
13133,H1,Winter 2020,W20,20200,Connecting stakeholders across the healthcare ecosystem.,Healthcare,Healthcare -> Healthcare IT,Health Tech|Healthcare,https://www.ycombinator.com/companies/h1,228,False,not_ai,medium,"Healthcare ecosystem connection platform, no explicit AI",chunk_02,not_ai,,False,False,not AI
13504,Handl,Winter 2020,W20,20200,"Handl converts documents (invoices, income stabs, custom forms, etc.)…",B2B,B2B -> Operations,Documents|Deep Learning|Fintech,https://www.ycombinator.com/companies/handl,228,False,sells_ai_to_industry,medium,ML plus human-in-loop document extraction sold via API,chunk_02,sells_ai_to_industry,,False,False,sells AI to the industry
13121,Handoff,Winter 2020,W20,20200,AI estimator & agent for remodelers.,Real Estate and Construction,Real Estate and Construction -> Construction,Machine Learning|Construction|B2B|Proptech|API,https://www.ycombinator.com/companies/handoff,228,False,sells_ai_to_industry,high,AI estimator and agent sold to remodeling contractors,chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13149,Haven,Winter 2020,W20,20200,Homeownership reimagined for the 21st century.,Fintech,Fintech -> Credit and Lending,Fintech|Proptech,https://www.ycombinator.com/companies/haven,228,False,full_stack_non_ai,medium,"Reimagines mortgage servicing itself, no AI stated",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13516,Healthlane,Winter 2020,W20,20200,Africa's Preventative Health System,Healthcare,Healthcare -> Consumer Health and Wellness,Consumer Health Services,https://www.ycombinator.com/companies/healthlane,228,False,full_stack_non_ai,low,"Rebuilding Africa's health system, thin description, no AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
12726,HelpNow,Winter 2020,W20,20200,India's most reliable Ambulance service. (uber for ambulances),Healthcare,Healthcare -> Healthcare Services,Health Tech,https://www.ycombinator.com/companies/helpnow,228,False,not_ai,medium,"Aggregates ambulance/rideshare network, no AI",chunk_03,not_ai,,False,False,not AI
13484,Hent,Winter 2020,W20,20200,Hent is helping land lot developers to better manage their sales…,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Fintech|Proptech,https://www.ycombinator.com/companies/hent,228,False,not_ai,high,"Sales/receivables SaaS for land developers, no AI",chunk_03,not_ai,,False,False,not AI
13061,Hideout,Winter 2020,W20,20200,A portfolio of delivery-only restaurant brands,Consumer,Consumer -> Food and Beverage,Ghost Kitchens,https://www.ycombinator.com/companies/hideout,228,False,full_stack_non_ai,high,"Operates its own ghost-kitchen restaurant brands, no AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13353,Hiration,Winter 2020,W20,20200,We help job seekers quickly create resumes that get 2X more interviews,Consumer,Consumer -> Job and Career Services,Marketplace|SaaS|Recruiting,https://www.ycombinator.com/companies/hiration,228,False,not_ai,medium,"Resume-building SaaS for job seekers, no AI stated",chunk_03,not_ai,,False,False,not AI
13400,HireSweet,Winter 2020,W20,20200,A talent acquisition software built for data-driven recruiting teams.,B2B,B2B -> Recruiting and Talent,Recruiting|HR Tech,https://www.ycombinator.com/companies/hiresweet,228,False,not_ai,medium,"Recruiting software for data-driven teams, no AI stated",chunk_03,not_ai,,False,False,not AI
13166,Homestead,Winter 2020,W20,20200,Homestead is a real estate development platform for homeowners,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,FinOps|Marketplace|Proptech,https://www.ycombinator.com/companies/homestead,228,False,not_ai,medium,"Real-estate development platform for homeowners, no AI",chunk_03,not_ai,,False,False,not AI
13095,Hoss,Winter 2020,W20,20200,The developer experience platform,B2B,"B2B -> Engineering, Product and Design",Developer Tools|SaaS|B2B,https://www.ycombinator.com/companies/hoss,228,False,not_ai,high,"Developer experience platform, no AI",chunk_03,not_ai,,False,False,not AI
13572,Humanly,Winter 2020,W20,20200,"We empower the world’s hiring teams to grow engaged, high-performing…",B2B,B2B -> Recruiting and Talent,Recruiting|HR Tech,https://www.ycombinator.com/companies/humanly,228,False,not_ai,medium,"Hiring conversation platform, no AI stated",chunk_03,not_ai,,False,False,not AI
13168,Infield,Winter 2020,W20,20200,"Safer, faster dependency upgrades",B2B,"B2B -> Engineering, Product and Design",Developer Tools|DevSecOps,https://www.ycombinator.com/companies/infield,228,False,not_ai,medium,"Automates dependency upgrades, no explicit AI",chunk_03,not_ai,,False,False,not AI
13442,Isabl,Winter 2020,W20,20200,Cancer tests based on whole genome and transcriptome data.,Healthcare,Healthcare -> Diagnostics,Biotech|Diagnostics,https://www.ycombinator.com/companies/isabl,228,False,not_ai,medium,"Genome-analysis software for cancer tests, no AI stated",chunk_03,not_ai,,False,False,not AI
13117,Jamiphy,Winter 2020,W20,20200,TikTok for Musicians,Consumer,Consumer -> Social,Video|Social|Music,https://www.ycombinator.com/companies/jamiphy,228,False,not_ai,high,"Live-music discovery app, no AI",chunk_03,not_ai,,False,False,not AI
13627,Jenfi,Winter 2020,W20,20200,Jenfi provides revenue-based financing for digital businesses in Asia ,Fintech,Fintech -> Credit and Lending,Banking as a Service|Fintech|B2B,https://www.ycombinator.com/companies/jenfi,228,False,full_stack_non_ai,medium,"Provides revenue-based financing itself, automated platform not explicit AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13673,Jet Admin,Winter 2020,W20,20200,No-code business app builder,B2B,"B2B -> Engineering, Product and Design",Developer Tools|SaaS|B2B,https://www.ycombinator.com/companies/jet-admin,228,False,not_ai,high,"No-code business app builder, no AI",chunk_03,not_ai,,False,False,not AI
13319,Jitter,Winter 2020,W20,20200,Fast and simple animation tool on the web 💫,B2B,"B2B -> Engineering, Product and Design",SaaS|Design Tools|Creator Economy,https://www.ycombinator.com/companies/jitter,228,False,not_ai,high,"Web animation design tool, no AI",chunk_03,not_ai,,False,False,not AI
13321,Junction,Winter 2020,W20,20200,API for at-home health data,Healthcare,Healthcare -> Consumer Health and Wellness,Health Tech|Digital Health|API|Health & Wellness,https://www.ycombinator.com/companies/junction,228,False,not_ai,medium,"API aggregating wearable/lab health data, no AI",chunk_03,not_ai,,False,False,not AI
13050,Kaiten,Winter 2020,W20,20200,Find culinary products and experiences from great makers everywhere,Consumer,Consumer -> Food and Beverage,Marketplace|Creator Economy,https://www.ycombinator.com/companies/kaiten,228,False,not_ai,high,"Culinary discovery marketplace, no AI",chunk_03,not_ai,,False,False,not AI
12950,Karat Financial,Winter 2020,W20,20200,Better financial services for creators,Fintech,Fintech -> Credit and Lending,Fintech|Entertainment,https://www.ycombinator.com/companies/karat-financial,228,False,full_stack_non_ai,medium,"Builds financial products directly for creators, no AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13265,Kinter,Winter 2020,W20,20200,A new kind of power for finance teams,B2B,B2B -> Finance and Accounting,SaaS|Finance|AI,https://www.ycombinator.com/companies/kinter,228,False,sells_ai_to_industry,high,AI Accountants sold to supplement client organizations workforce,chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13335,Kosh,Winter 2020,W20,20200,Creating Microfinance 2.0.,Fintech,Fintech -> Credit and Lending,Fintech|Social|India|Consumer Finance|Diversity & Inclusion,https://www.ycombinator.com/companies/kosh,228,False,full_stack_non_ai,medium,"Operates its own digital lending platform, no AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13073,Laguna,Winter 2020,W20,20200,,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,,https://www.ycombinator.com/companies/laguna,228,False,unclear,low,All fields empty,chunk_03,unclear,,False,False,unclear
13320,Laserfocus,Winter 2020,W20,20200,Implement streamlined Salesforce processes for agile GTM teams,B2B,B2B -> Sales,B2B|Productivity|Sales,https://www.ycombinator.com/companies/laserfocus,228,False,not_ai,high,"Salesforce workflow tool for sales teams, no AI",chunk_03,not_ai,,False,False,not AI
13620,Legionfarm,Winter 2020,W20,20200,AI workspace for professional gamers,Consumer,Consumer -> Gaming,Gaming|AI|AI Assistant,https://www.ycombinator.com/companies/legionfarm,228,False,ai_other,medium,AI-powered marketplace matching gamers with pro players,chunk_03,ai_other,,False,False,other AI
13104,Letterdrop,Winter 2020,W20,20200,Get into the competitive deals you can't see,B2B,B2B -> Sales,Generative AI|Sales|Marketing,https://www.ycombinator.com/companies/letterdrop,228,False,sells_ai_to_industry,medium,Generative AI sales intelligence tool sold to sales teams,chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13086,Lilia,Winter 2020,W20,20200,Modern egg freezing for half the cost in half the time with top docs,Healthcare,Healthcare -> Consumer Health and Wellness,Fertility Tech,https://www.ycombinator.com/companies/lilia,228,False,full_stack_non_ai,medium,"Delivers egg-freezing care via its own doctor network, no AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13497,Linkana,Winter 2020,W20,20200,The leading SRM platform for LatAm,B2B,B2B -> Supply Chain and Logistics,SaaS|B2B|Enterprise,https://www.ycombinator.com/companies/linkana,228,False,not_ai,high,"SRM platform for enterprise supplier onboarding, no AI",chunk_03,not_ai,,False,False,not AI
13532,Living Carbon,Winter 2020,W20,20200,maximizing biomass on low quality land,Industrials,Industrials -> Climate,Synthetic Biology|Biotech|Climate|Agriculture,https://www.ycombinator.com/companies/living-carbon,228,False,not_ai,medium,"Land biomass/carbon operations company, no AI stated",chunk_03,not_ai,,False,False,not AI
13205,Logarithm Labs,Winter 2020,W20,20200,Easy button to use data for your daily operations,B2B,B2B,Developer Tools|Data Engineering,https://www.ycombinator.com/companies/logarithm-labs,228,False,not_ai,medium,"Data pipeline automation for operations, no explicit AI",chunk_03,not_ai,,False,False,not AI
12743,Loop Health,Winter 2020,W20,20200,Modern & comprehensive health insurance plan for employees in India,Healthcare,Healthcare -> Healthcare Services,Healthcare|Insurance|Primary Care,https://www.ycombinator.com/companies/loop-health,228,False,full_stack_non_ai,high,"Operates its own clinics combining primary care and insurance, no AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13215,Medicare Vox (fka Fair Square),Winter 2020,W20,20200,Building an AI Health Insurance Agent.,Healthcare,Healthcare -> Consumer Health and Wellness,Fintech|Consumer Health Services,https://www.ycombinator.com/companies/medicare-vox-fka-fair-square,228,False,full_stack_ai,medium,AI health-insurance agent itself brokers plans for consumers,chunk_03,full_stack_ai,,True,True,full-stack AI startup
13616,Menten AI,Winter 2020,W20,20200,Menten AI designs peptide and protein therapeutics using quantum…,Healthcare,Healthcare -> Drug Discovery and Delivery,AI-powered Drug Discovery|Quantum Computing,https://www.ycombinator.com/companies/menten-ai,228,False,sells_ai_to_industry,medium,AI/quantum-designed protein solutions sold to pharma partners,chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13211,Metaplane,Winter 2020,W20,20200,Data observability for modern data teams,B2B,"B2B -> Engineering, Product and Design",Developer Tools|SaaS|Data Engineering,https://www.ycombinator.com/companies/metaplane,228,False,ai_infra,medium,ML-based data observability platform sold to data teams,chunk_03,ai_infra,,False,False,AI infrastructure
12638,Milo,Winter 2020,W20,20200,The Family AI - a copilot for parents to tackle the invisible load of…,Consumer,Consumer -> Home and Personal,Artificial Intelligence|Conversational AI|AI Assistant,https://www.ycombinator.com/companies/milo,228,False,ai_other,high,Consumer AI copilot companion for parents,chunk_03,ai_other,,False,False,other AI
13098,MindsDB,Winter 2020,W20,20200,"Connect, Unify, Respond to any data, anywhere with human-level…",B2B,B2B -> Infrastructure,Developer Tools|Machine Learning|Open Source|Enterprise Software|AI,https://www.ycombinator.com/companies/mindsdb,228,False,ai_infra,high,AI-data platform empowering companies to build AI capabilities,chunk_03,ai_infra,,False,False,AI infrastructure
13241,Mini Exhibitions,Winter 2020,W20,20200,Virtual events for remote teams,B2B,B2B -> Recruiting and Talent,Marketplace|Human Resources|B2B|Entertainment|Creator Economy,https://www.ycombinator.com/companies/mini-exhibitions,228,False,not_ai,medium,"Virtual events platform for remote teams, thin description",chunk_03,not_ai,,False,False,not AI
13309,Modernbanc,Winter 2020,W20,20200,Accounting software that works for you,Fintech,Fintech,Fintech|Finance|B2B|AI,https://www.ycombinator.com/companies/modernbanc,228,False,not_ai,low,"Accounting SaaS, AI tag but no description detail",chunk_03,not_ai,,False,False,not AI
13351,Morphle Labs,Winter 2020,W20,20200,Robotic Automation for cancer diagnostics - Robotic Microscopes &…,Healthcare,Healthcare -> Medical Devices,Hardware|Robotics|Health Tech|Medical Devices|Automation,https://www.ycombinator.com/companies/morphle-labs,228,False,ai_other,medium,Robotic microscope hardware sold to diagnostic labs,chunk_03,ai_other,,False,False,other AI
12871,Motion,Winter 2020,W20,20200,The only work management platform for both Human and AI Employees,B2B,B2B -> Productivity,Artificial Intelligence|SaaS|B2B|Productivity|AI,https://www.ycombinator.com/companies/motion,228,False,sells_ai_to_industry,medium,"AI-native productivity suite for managing human and AI employees, sold to teams",chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13223,Multiverse,Winter 2020,W20,20200,Multiverse is a web-based game creation system inspired by Dungeons &…,Consumer,Consumer -> Gaming,Gaming,https://www.ycombinator.com/companies/multiverse,228,False,not_ai,high,"Web-based game creation marketplace, no AI",chunk_03,not_ai,,False,False,not AI
13122,Nextmv,Winter 2020,W20,20200,A DecisionOps platform that accelerates optimization AI teams,B2B,"B2B -> Engineering, Product and Design",Logistics|Supply Chain|AI,https://www.ycombinator.com/companies/nextmv,228,False,ai_infra,high,DecisionOps platform accelerating optimization AI teams,chunk_03,ai_infra,,False,False,AI infrastructure
13471,Nexu,Winter 2020,W20,20200,Financing platform for LatAm car dealerships.,Fintech,Fintech -> Credit and Lending,Fintech|Marketplace,https://www.ycombinator.com/companies/nexu,228,False,not_ai,medium,"Car-dealership financing platform, thin description, no AI",chunk_03,not_ai,,False,False,not AI
13302,Nimbus,Winter 2020,W20,20200,Tesla for city dwellers ,Industrials,Industrials -> Automotive,Mobility|Electric Vehicles,https://www.ycombinator.com/companies/nimbus,228,False,not_ai,medium,"Electric vehicle hardware company, no AI, thin description",chunk_03,not_ai,,False,False,not AI
13506,Nomic Bio,Winter 2020,W20,20200,Nomic is doing for proteins what Illumina has done for DNA,Healthcare,Healthcare -> Diagnostics,Nanotechnology,https://www.ycombinator.com/companies/nomic-bio,228,False,not_ai,medium,"Protein-profiling immunoassay platform sold to pharma, no AI stated",chunk_03,not_ai,,False,False,not AI
13076,Nugget,Winter 2020,W20,20200,,Consumer,Consumer -> Content,,https://www.ycombinator.com/companies/nugget,228,False,unclear,low,All fields empty,chunk_03,unclear,,False,False,unclear
13672,Ochre Bio,Winter 2020,W20,20200,RNA medicines for liver diseases,Healthcare,Healthcare -> Therapeutics,Biotech|Genomics,https://www.ycombinator.com/companies/ochre-bio,228,False,not_ai,high,"RNA medicines biotech, no AI",chunk_03,not_ai,,False,False,not AI
13472,Oda,Winter 2020,W20,20200,AI Agent for Home Design,B2B,B2B -> Marketing,Machine Learning|Computer Vision|E-commerce|AI Assistant,https://www.ycombinator.com/companies/oda,228,False,sells_ai_to_industry,medium,AI home-design agent distributed through real-estate partners,chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13075,Okay,Winter 2020,W20,20200,Dashboards and actionable insights for high-performing engineering…,B2B,B2B -> Productivity,Analytics|DevOps,https://www.ycombinator.com/companies/okay,228,False,not_ai,medium,"Engineering dashboards/insights, no AI stated",chunk_03,not_ai,,False,False,not AI
13434,OpenBiome,Winter 2020,W20,20200,A nonprofit stool bank enabling access to fecal transplants.,Healthcare,Healthcare -> Therapeutics,Nonprofit,https://www.ycombinator.com/companies/openbiome,228,False,not_ai,high,"Nonprofit stool bank, no AI",chunk_03,not_ai,,False,False,not AI
13115,OpenUnit,Winter 2020,W20,20200,Software for managing self-storage facilities.,B2B,B2B -> Operations,SaaS,https://www.ycombinator.com/companies/openunit,228,False,not_ai,high,"Self-storage facility management SaaS, no AI",chunk_03,not_ai,,False,False,not AI
13185,Operator.io,Winter 2020,W20,20200,Operator.io is OpenClaw that just works ,B2B,B2B,Generative AI|Data Engineering,https://www.ycombinator.com/companies/operatorio,228,False,sells_ai_to_industry,low,"AI executive-assistant agent tool, vague sold-to audience",chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13099,Ophelia,Winter 2020,W20,20200,Medication & support to beat opioid addiction from home,Healthcare,Healthcare -> Consumer Health and Wellness,Mental Health Tech|Healthcare|Telemedicine,https://www.ycombinator.com/companies/ophelia,228,False,full_stack_non_ai,high,"Delivers opioid-addiction telemedicine care itself, no AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13112,Orbiter,Winter 2020,W20,20200,ML models automatically monitor business performance,B2B,B2B -> Analytics,Machine Learning|SaaS|B2B,https://www.ycombinator.com/companies/orbiter,228,False,sells_ai_to_industry,medium,ML business-metric monitoring sold to any company,chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13480,Orchata,Winter 2020,W20,20200,Groceries delivered in 20 min in Latinamerica,Consumer,Consumer -> Food and Beverage,Grocery|Delivery,https://www.ycombinator.com/companies/orchata,228,False,full_stack_non_ai,high,"Operates its own dark-store grocery delivery, no AI",chunk_03,full_stack_non_ai,,False,False,"full-stack startup, not AI-run"
13408,Pahamify,Winter 2020,W20,20200,College entrance test preparation App for students in Indonesia,Education,Education,Education,https://www.ycombinator.com/companies/pahamify,228,False,not_ai,high,"Ed-tech video platform for Indonesian students, no AI",chunk_03,not_ai,,False,False,not AI
13103,Paneau,Winter 2020,W20,20200,Tablets inside Uber/Lyfts to advertise directly to riders,Consumer,Consumer -> Content,Transportation|Advertising,https://www.ycombinator.com/companies/paneau,228,False,not_ai,high,"In-car advertising tablets, no AI",chunk_03,not_ai,,False,False,not AI
13111,Pantheon,Winter 2020,W20,20200,A competitive community of the brightest students in the world,Education,Education,Education|Gaming|Social,https://www.ycombinator.com/companies/pantheon,228,False,not_ai,high,"Academic competition community app, no AI",chunk_03,not_ai,,False,False,not AI
13067,Paragon,Winter 2020,W20,20200,The embedded integration platform for SaaS apps.,B2B,"B2B -> Engineering, Product and Design",Developer Tools|SaaS,https://www.ycombinator.com/companies/paragon,228,False,not_ai,high,"Embedded SaaS integration platform, no AI",chunk_03,not_ai,,False,False,not AI
13214,Pashi,Winter 2020,W20,20200,Pashi builds software to operate and optimize production lines.,Industrials,Industrials -> Manufacturing and Robotics,Developer Tools|Robotics|Manufacturing,https://www.ycombinator.com/companies/pashi,228,False,not_ai,low,"Production-line optimization software, thin description, no AI",chunk_03,not_ai,,False,False,not AI
13341,Pay Swifter,Winter 2020,W20,20200,Stripe for Cannabis,Fintech,Fintech -> Banking and Exchange,Fintech|B2B|Retail,https://www.ycombinator.com/companies/pay-swifter,228,False,not_ai,high,"Cannabis-industry payments platform, no AI",chunk_03,not_ai,,False,False,not AI
13165,Peg (formerly Paymobil),Winter 2020,W20,20200,The super simple stablecoin wallet with free transactions,Fintech,Fintech -> Payments,Fintech|Crypto / Web3,https://www.ycombinator.com/companies/peg,228,False,not_ai,high,"Stablecoin wallet, no AI",chunk_03,not_ai,,False,False,not AI
13118,Perceptive Technologies,Winter 2020,W20,20200,"Automated tooth cutting for dentists using imaging, AI and robotics",Healthcare,Healthcare -> Medical Devices,Artificial Intelligence|Robotics|Health Tech|Medical Devices,https://www.ycombinator.com/companies/perceptive-technologies,228,False,ai_other,medium,AI/robotics surgical device sold to dental practices,chunk_03,ai_other,,False,False,other AI
13074,Phonic,Winter 2020,W20,20200,The best way to collect and analyze voice and video feedback,B2B,B2B -> Marketing,Artificial Intelligence|SaaS,https://www.ycombinator.com/companies/phonic,228,False,sells_ai_to_industry,low,"Voice/video feedback tool, AI tag but thin description",chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13348,PillarPlus,Winter 2020,W20,20200,Software to automatically create construction blueprints,Real Estate and Construction,Real Estate and Construction -> Construction,Artificial Intelligence|Construction|B2B,https://www.ycombinator.com/companies/pillarplus,228,False,sells_ai_to_industry,high,AI construction blueprint automation sold to architects/contractors,chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13213,Plura (formerly Bloom Community),Winter 2020,W20,20200,The social app for edge-of-culture communities,Consumer,Consumer -> Social,Community,https://www.ycombinator.com/companies/plura,228,False,not_ai,high,"Social/dating community app, no AI",chunk_03,not_ai,,False,False,not AI
13088,Polytomic,Winter 2020,W20,20200,No-code data syncing between your systems,B2B,B2B -> Analytics,SaaS|B2B|Data Engineering,https://www.ycombinator.com/companies/polytomic,228,False,not_ai,high,"No-code data-syncing tool, no AI",chunk_03,not_ai,,False,False,not AI
13332,PostEra,Winter 2020,W20,20200,Medicinal Chemistry powered by Machine Learning,Healthcare,Healthcare -> Drug Discovery and Delivery,AI-powered Drug Discovery|Machine Learning|COVID-19,https://www.ycombinator.com/companies/postera,228,False,sells_ai_to_industry,medium,ML medicinal chemistry sold via partnerships to pharma companies,chunk_03,sells_ai_to_industry,,False,False,sells AI to the industry
13312,PostHog,Winter 2020,W20,20200,"The single platform to analyze, test, observe, and deploy new features",B2B,B2B -> Analytics,Developer Tools|B2B|Open Source,https://www.ycombinator.com/companies/posthog,228,False,not_ai,medium,"Product analytics platform, core product not AI",chunk_03,not_ai,,False,False,not AI
